"","index","Candidate","State","Office","District","Party","Candidate_processed","Last_name","District_processed","State_processed","FEC_index","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ID"
"367","360","Betty McCollum","Minnesota","Representative","4","DEM","Betty McCollum","MCCOLLUM","4","MN","1443","MCCOLLUM, BETTY","DEM","H0MN04049"
"368","361","Ilhan Omar","Minnesota","Representative","5","DEM","Ilhan Omar","OMAR","5","MN","1448","OMAR, ILHAN","DEM","H8MN05239"
"369","362","Jeanne Hendricks","Minnesota","Representative","6","DEM","Jeanne Hendricks","HENDRICKS","6","MN",NA,NA,NA,NA
"370","363","Jill Abahsain","Minnesota","Representative","7","DEM","Jill Abahsain","ABAHSAIN","7","MN",NA,NA,NA,NA
"371","364","Jen Schultz","Minnesota","Representative","8","DEM","Jen Schultz","SCHULTZ","8","MN",NA,NA,NA,NA
"372","365","Peter Welch","Vermont","Senator","N/A","DEM","Peter Welch","WELCH","0","VT","3021","WELCH, PETER","DEM","H6VT00160"
"373","365","Peter Welch","Vermont","Senator","N/A","DEM","Peter Welch","WELCH","0","VT","3838","WELCH, PETER","DEM","S2VT00235"
"374","366","Becca Balint","Vermont","Representative","At-Large","DEM","Becca Balint","BALINT","0","VT","3018","BALINT, REBECCA 'BECCA'","DEM","H2VT01076"
"375","367","Mandela Barnes","Wisconsin","Senator","N/A","DEM","Mandela Barnes","BARNES","0","WI","3868","BARNES, MANDELA","DEM","S2WI00441"
"376","368","Ann Roe","Wisconsin","Representative","1","DEM","Ann Roe","ROE","1","WI","3093","ROE, ANN","DEM","H2WI01100"
"377","369","Mark Pocan","Wisconsin","Representative","2","DEM","Mark Pocan","POCAN","2","WI","3098","POCAN, MARK","DEM","H2WI02124"
"378","370","Brad Pfaff","Wisconsin","Representative","3","DEM","Brad Pfaff","PFAFF","3","WI","3103","PFAFF, BRAD","DEM","H2WI03122"
"379","371","Gwen Moore","Wisconsin","Representative","4","DEM","Gwen Moore","MOORE","4","WI","3109","MOORE, GWEN S","DEM","H4WI04183"
"380","372","Mike Van Someren","Wisconsin","Representative","5","DEM","Mike Van Someren","SOMEREN","5","WI",NA,NA,NA,NA
"381","373","Richard ""Dick"" Ausman","Wisconsin","Representative","7","DEM","Richard ""Dick"" Ausman","AUSMAN","7","WI","3122","AUSMAN, RICHARD","DEM","H2WI07123"
"382","374","Brian Schatz","Hawaii","Senator","N/A","DEM","Brian Schatz","SCHATZ","0","HI","3413","SCHATZ, BRIAN","DEM","S4HI00136"
"383","375","Ed Case","Hawaii","Representative","1","DEM","Ed Case","CASE","1","HI","838","CASE, EDWARD","DEM","H2HI02128"
"384","376","Jill N. Tokuda","Hawaii","Representative","2","DEM","Jill N. Tokuda","TOKUDA","2","HI","848","TOKUDA, JILL NAOMI","DEM","H2HI02581"
"385","377","Patricia R. Chesbro","Alaska","Senator","N/A","DEM","Patricia R. Chesbro","CHESBRO","0","AK","3246","CHESBRO, PATRICIA","DEM","S2AK00226"
"386","378","Mary S. Peltola","Alaska","Representative","At-Large","DEM","Mary S. Peltola","PELTOLA","0","AK",NA,NA,NA,NA
"387","379","Lynnette GreyBull","Wyoming","Representative","At-Large","DEM","Lynnette GreyBull","GREYBULL","0","WY","3150","GREYBULL, LYNNETTE","DEM","H0WY01036"
"388","380","Val Demings","Florida","Senator","N/A","DEM","Val Demings","DEMINGS","0","FL","3361","DEMINGS, VAL","DEM","S2FL00631"
"389","381","Rebekah Jones","Florida","Representative","1","DEM","Rebekah Jones","JONES","1","FL","422","JONES, REBEKAH","DEM","H2FL01233"
"390","382","Al Lawson","Florida","Representative","2","DEM","Al Lawson","LAWSON","2","FL","431","LAWSON, ALFRED JR","DEM","H0FL02086"
"391","383","Danielle Hawk","Florida","Representative","3","DEM","Danielle Hawk","HAWK","3","FL","435","HAWK, DANIELLE NICOLE","DEM","H2FL03163"
"392","384","LaShonda ""L.J."" Holloway","Florida","Representative","4","DEM","LaShonda ""L.J."" Holloway","HOLLOWAY","4","FL","451","HOLLOWAY, LASHONDA J","DEM","H6FL05193"
"393","385","Karen Green","Florida","Representative","7","DEM","Karen Green","GREEN","7","FL","468","GREEN, KAREN REV. DR.","DEM","H2FL08139"
"394","386","Joanne Terry","Florida","Representative","8","DEM","Joanne Terry","TERRY","8","FL","487","TERRY, JOANNE R","DEM","H2FL08105"
"395","387","Darren Soto","Florida","Representative","9","DEM","Darren Soto","SOTO","9","FL","493","SOTO, DARREN","DEM","H6FL09179"
"396","388","Maxwell Alejandro Frost","Florida","Representative","10","DEM","Maxwell Alejandro Frost","FROST","10","FL","509","FROST, MAXWELL ALEJANDRO","DEM","H2FL10259"
"397","389","Shante Munns","Florida","Representative","11","DEM","Shante Munns","MUNNS","11","FL","524","MUNNS, SHANTE","DEM","H2FL11174"
"398","390","Kimberly Walker","Florida","Representative","12","DEM","Kimberly Walker","WALKER","12","FL","531","WALKER, KIMBERLY H MS","DEM","H6FL13197"
"399","391","Eric Lynn","Florida","Representative","13","DEM","Eric Lynn","LYNN","13","FL","538","LYNN, ERIC","DEM","H6FL13189"
"400","392","Kathy Castor","Florida","Representative","14","DEM","Kathy Castor","CASTOR","14","FL","552","CASTOR, KATHY","DEM","H6FL11126"
"401","393","Alan M. Cohn","Florida","Representative","15","DEM","Alan M. Cohn","COHN","15","FL","565","COHN, ALAN","DEM","H4FL15155"
"402","394","Jan Schneider","Florida","Representative","16","DEM","Jan Schneider","SCHNEIDER","16","FL","575","SCHNEIDER, JAN","DEM","H2FL13139"
"403","395","Andrea Doria Kale","Florida","Representative","17","DEM","Andrea Doria Kale","KALE","17","FL","580","KALE, ANDREA DORIA","DEM","H2FL17106"
"404","396","Cindy Banyai","Florida","Representative","19","DEM","Cindy Banyai","BANYAI","19","FL","591","BANYAI, CINDY LYN","DEM","H0FL19106"
"405","397","Sheila Cherfilus-McCormick","Florida","Representative","20","DEM","Sheila Cherfilus-McCormick","CHERFILUS-MCCORMICK","20","FL","609","CHERFILUS-MCCORMICK, SHEILA","DEM","H8FL20032"
"406","398","Corinna Balderramos Robinson","Florida","Representative","21","DEM","Corinna Balderramos Robinson","ROBINSON","21","FL",NA,NA,NA,NA
"407","399","Lois Frankel","Florida","Representative","22","DEM","Lois Frankel","FRANKEL","22","FL","626","FRANKEL, LOIS J.","DEM","H2FL14053"
"408","400","Jared Moskowitz","Florida","Representative","23","DEM","Jared Moskowitz","MOSKOWITZ","23","FL","640","MOSKOWITZ, JARED","DEM","H2FL22171"
"409","401","Frederica Wilson","Florida","Representative","24","DEM","Frederica Wilson","WILSON","24","FL","659","WILSON, FREDERICA S.","DEM","H0FL17068"
"410","402","Debbie Wasserman Schultz","Florida","Representative","25","DEM","Debbie Wasserman Schultz","SCHULTZ","25","FL",NA,NA,NA,NA
"411","403","Christine Alexandria Olivo","Florida","Representative","26","DEM","Christine Alexandria Olivo","OLIVO","26","FL","674","OLIVO, CHRISTINE ALEXANDRIA","DEM","H2FL24037"
"412","404","Annette Taddeo","Florida","Representative","27","DEM","Annette Taddeo","TADDEO","27","FL","684","TADDEO, ANNETTE","DEM","H8FL00034"
"413","405","Robert Asencio","Florida","Representative","28","DEM","Robert Asencio","ASENCIO","28","FL","691","ASENCIO, ROBERT","DEM","H2FL28038"
"414","406","Bridget Fleming","New York","Representative","1","DEM","Bridget Fleming","FLEMING","1","NY","1916","FLEMING, BRIDGET","DEM","H0NY01202"
"415","407","Jackie Gordon","New York","Representative","2","DEM","Jackie Gordon","GORDON","2","NY","1928","GORDON, JACQUELINE","DEM","H0NY02192"
"416","408","Robert P. Zimmerman","New York","Representative","3","DEM","Robert P. Zimmerman","ZIMMERMAN","3","NY","1940","ZIMMERMAN, ROBERT","DEM","H2NY03188"
"417","409","Laura A. Gillen","New York","Representative","4","DEM","Laura A. Gillen","GILLEN","4","NY","1950","GILLEN, LAURA","DEM","H2NY04244"
"418","410","Gregory Meeks","New York","Representative","5","DEM","Gregory Meeks","MEEKS","5","NY","1961","MEEKS, GREGORY W.","DEM","H8NY06048"
"419","411","Grace Meng","New York","Representative","6","DEM","Grace Meng","MENG","6","NY","1965","MENG, GRACE","DEM","H2NY06116"
"420","412","Nydia M. Velazquez","New York","Representative","7","DEM","Nydia M. Velazquez","VELAZQUEZ","7","NY","1969","VELAZQUEZ, NYDIA M.","DEM","H2NY00010"
"421","413","Hakeem S. Jeffries","New York","Representative","8","DEM","Hakeem S. Jeffries","JEFFRIES","8","NY","1970","JEFFRIES, HAKEEM","DEM","H2NY10092"
"422","414","Yvette Clarke","New York","Representative","9","DEM","Yvette Clarke","CLARKE","9","NY","1976","CLARKE, YVETTE  D.","DEM","H4NY11138"
"423","415","Daniel Goldman","New York","Representative","10","DEM","Daniel Goldman","GOLDMAN","10","NY","1990","GOLDMAN, DANIEL","DEM","H2NY10308"
"424","416","Max N. Rose","New York","Representative","11","DEM","Max N. Rose","ROSE","11","NY","1997","ROSE, MAX","DEM","H2NY11140"
"425","416","Max N. Rose","New York","Representative","11","DEM","Max N. Rose","ROSE","11","NY","2001","ROSE, MAX","DEM","H8NY11113"
"426","417","Jerrold L. Nadler","New York","Representative","12","DEM","Jerrold L. Nadler","NADLER","12","NY","2014","NADLER, JERROLD L.","DEM","H2NY17071"
"427","418","Adriano Espaillat","New York","Representative","13","DEM","Adriano Espaillat","ESPAILLAT","13","NY","2019","ESPAILLAT, ADRIANO","DEM","H2NY13096"
"428","419","Alexandria Ocasio-Cortez","New York","Representative","14","DEM","Alexandria Ocasio-Cortez","OCASIO-CORTEZ","14","NY","2023","OCASIO-CORTEZ, ALEXANDRIA","DEM","H8NY15148"
"429","420","Ritchie J. Torres","New York","Representative","15","DEM","Ritchie J. Torres","TORRES","15","NY","2033","TORRES, RITCHIE JOHN","DEM","H0NY15160"
"430","421","Jamaal Bowman","New York","Representative","16","DEM","Jamaal Bowman","BOWMAN","16","NY","2040","BOWMAN, JAMAAL","DEM","H0NY16143"
"431","422","Sean Patrick Maloney","New York","Representative","17","DEM","Sean Patrick Maloney","MALONEY","17","NY","2052","MALONEY, SEAN PATRICK","DEM","H2NY22139"
"432","423","Pat Ryan","New York","Representative","18","DEM","Pat Ryan","RYAN","18","NY","2062","RYAN, PATRICK","DEM","H8NY19223"
"433","424","Josh Riley","New York","Representative","19","DEM","Josh Riley","RILEY","19","NY","2069","RILEY, JOSH","DEM","H8NY22177"
"434","425","Paul D. Tonko","New York","Representative","20","DEM","Paul D. Tonko","TONKO","20","NY","2080","TONKO, PAUL DAVID","DEM","H8NY21203"
"435","426","Matt Castelli","New York","Representative","21","DEM","Matt Castelli","CASTELLI","21","NY","2086","CASTELLI, MATT","DEM","H2NY21164"
"436","427","Francis Conole","New York","Representative","22","DEM","Francis Conole","CONOLE","22","NY","2090","CONOLE, FRANCIS","DEM","H0NY24063"
"437","428","Max H. Della Pia","New York","Representative","23","DEM","Max H. Della Pia","PIA","23","NY",NA,NA,NA,NA
"438","429","Steven Holden","New York","Representative","24","DEM","Steven Holden","HOLDEN","24","NY","2108","HOLDEN, STEVEN WESLEY SR.","DEM","H2NY24127"
"439","430","Joseph D. Morelle","New York","Representative","25","DEM","Joseph D. Morelle","MORELLE","25","NY","2118","MORELLE, JOSEPH D","DEM","H8NY25105"
"440","431","Brian Higgins","New York","Representative","26","DEM","Brian Higgins","HIGGINS","26","NY","2122","HIGGINS, BRIAN","DEM","H4NY27076"
"441","432","Richard E. Neal","Massachusetts","Representative","1","DEM","Richard E. Neal","NEAL","1","MA","1194","NEAL, RICHARD E MR.","DEM","H8MA02041"
"442","433","James P. McGovern","Massachusetts","Representative","2","DEM","James P. McGovern","MCGOVERN","2","MA","1197","MCGOVERN, JAMES P. MR.","DEM","H4MA03022"
"443","434","Lori Loureiro Trahan","Massachusetts","Representative","3","DEM","Lori Loureiro Trahan","TRAHAN","3","MA","1202","TRAHAN, LORI","DEM","H8MA03106"
"444","435","Jake Auchincloss","Massachusetts","Representative","4","DEM","Jake Auchincloss","AUCHINCLOSS","4","MA","1211","AUCHINCLOSS, JAKE","DEM","H0MA04192"
"445","436","Katherine M. Clark","Massachusetts","Representative","5","DEM","Katherine M. Clark","CLARK","5","MA","1216","CLARK, KATHERINE","DEM","H4MA05084"
"446","437","Seth Moulton","Massachusetts","Representative","6","DEM","Seth Moulton","MOULTON","6","MA","1221","MOULTON, SETH","DEM","H4MA06090"
"447","438","Ayanna S. Pressley","Massachusetts","Representative","7","DEM","Ayanna S. Pressley","PRESSLEY","7","MA","1226","PRESSLEY, AYANNA","DEM","H8MA07032"
"448","439","Stephen F. Lynch","Massachusetts","Representative","8","DEM","Stephen F. Lynch","LYNCH","8","MA","1229","LYNCH, STEPHEN","DEM","H2MA09072"
"449","440","Bill Keating","Massachusetts","Representative","9","DEM","Bill Keating","KEATING","9","MA","1233","KEATING, WILLIAM R","DEM","H0MA10082"
"450","441","Lisa Blunt Rochester","Delaware","Representative","At-Large","DEM","Lisa Blunt Rochester","ROCHESTER","0","DE",NA,NA,NA,NA
"451","442","Maggie Hassan","New Hampshire","Senator","N/A","DEM","Maggie Hassan","HASSAN","0","NH","3632","HASSAN, MARGARET WOOD","DEM","S6NH00091"
"452","443","Chris Pappas","New Hampshire","Representative","1","DEM","Chris Pappas","PAPPAS","1","NH","1727","PAPPAS, CHRIS","DEM","H8NH01210"
"453","444","Ann McLane Kuster","New Hampshire","Representative","2","DEM","Ann McLane Kuster","KUSTER","2","NH","1736","KUSTER, ANN MCLANE","DEM","H0NH02181"
"454","445","David N. Cicilline","Rhode Island","Representative","1","DEM","David N. Cicilline","CICILLINE","1","RI","2424","CICILLINE, DAVID N","DEM","H0RI01073"
"455","446","Seth M. Magaziner","Rhode Island","Representative","2","DEM","Seth M. Magaziner","MAGAZINER","2","RI","2433","MAGAZINER, SETH","DEM","H2RI02184"
"456","447","Nathaniel Moran","Texas","Representative","1","GOP","Nathaniel Moran","MORAN","1","TX","2567","MORAN, NATHANIEL QUENTIN","REP","H2TX01112"
"457","448","Dan Crenshaw","Texas","Representative","2","GOP","Dan Crenshaw","CRENSHAW","2","TX","2580","CRENSHAW, DANIEL","REP","H8TX02166"
"458","449","Keith Self","Texas","Representative","3","GOP","Keith Self","SELF","3","TX","2587","SELF, KEITH ALAN MR","REP","H2TX03290"
"459","450","Pat Fallon","Texas","Representative","4","GOP","Pat Fallon","FALLON","4","TX","2594","FALLON, PATRICK","REP","H0TX04219"
"460","451","Lance Gooden","Texas","Representative","5","GOP","Lance Gooden","GOODEN","5","TX","2606","GOODEN, LANCE","REP","H8TX05144"
"461","452","Jake Ellzey","Texas","Representative","6","GOP","Jake Ellzey","ELLZEY","6","TX","2625","ELLZEY, JOHN KEVIN SR.","REP","H8TX06266"
"462","453","Johnny Teague","Texas","Representative","7","GOP","Johnny Teague","TEAGUE","7","TX","2630","TEAGUE, JOHNNY MARK DR.","REP","H0TX09176"
"463","454","Morgan Luttrell","Texas","Representative","8","GOP","Morgan Luttrell","LUTTRELL","8","TX","2637","LUTTRELL, MORGAN JOE","REP","H2TX08182"
"464","455","Jimmy I. Leon","Texas","Representative","9","GOP","Jimmy I. Leon","LEON","9","TX","2646","LEON, JIMMY","REP","H2TX09156"
"465","456","Michael McCaul","Texas","Representative","10","GOP","Michael McCaul","MCCAUL","10","TX","2650","MCCAUL, MICHAEL","REP","H4TX10093"
"466","457","August Pfluger","Texas","Representative","11","GOP","August Pfluger","PFLUGER","11","TX","2652","PFLUGER, AUGUST LEE II","REP","H0TX11230"
"467","458","Kay Granger","Texas","Representative","12","GOP","Kay Granger","GRANGER","12","TX","2659","GRANGER, KAY","REP","H6TX12060"
"468","459","Ronny Jackson","Texas","Representative","13","GOP","Ronny Jackson","JACKSON","13","TX","2663","JACKSON, RONNY LYNN","REP","H0TX13228"
"469","460","Randy Weber","Texas","Representative","14","GOP","Randy Weber","WEBER","14","TX","2669","WEBER, RANDY","REP","H2TX14149"
"470","461","Monica De La Cruz","Texas","Representative","15","GOP","Monica De La Cruz","CRUZ","15","TX",NA,NA,NA,NA
"471","462","Irene Armendariz-Jackson","Texas","Representative","16","GOP","Irene Armendariz-Jackson","ARMENDARIZ-JACKSON","16","TX","2690","ARMENDARIZ-JACKSON, IRENE","REP","H0TX16106"
"472","463","Pete Sessions","Texas","Representative","17","GOP","Pete Sessions","SESSIONS","17","TX","2696","SESSIONS, PETE","REP","H2TX03126"
"473","464","Carmen Maria Montiel","Texas","Representative","18","GOP","Carmen Maria Montiel","MONTIEL","18","TX","2702","MONTIEL, CARMEN","REP","H2TX18207"
"474","465","Jodey C. Arrington","Texas","Representative","19","GOP","Jodey C. Arrington","ARRINGTON","19","TX","2704","ARRINGTON, JODEY COOK","REP","H6TX19099"
"475","466","Kyle Sinclair","Texas","Representative","20","GOP","Kyle Sinclair","SINCLAIR","20","TX","2708","SINCLAIR, KYLE E MR","REP","H2TX20096"
"476","467","Chip Roy","Texas","Representative","21","GOP","Chip Roy","ROY","21","TX","2726","ROY, CHIP","REP","H8TX21307"
"477","468","Troy E. Nehls","Texas","Representative","22","GOP","Troy E. Nehls","NEHLS","22","TX","2733","NEHLS, TROY","REP","H0TX22302"
"478","469","Tony Gonzales","Texas","Representative","23","GOP","Tony Gonzales","GONZALES","23","TX","2745","GONZALES, ERNEST ANTHONY TONY II","REP","H0TX35015"
"479","470","Beth Van Duyne","Texas","Representative","24","GOP","Beth Van Duyne","DUYNE","24","TX",NA,NA,NA,NA
"480","471","Roger Williams","Texas","Representative","25","GOP","Roger Williams","WILLIAMS","25","TX","2761","WILLIAMS, ROGER","REP","H2TX33040"
"481","472","Michael C. Burgess","Texas","Representative","26","GOP","Michael C. Burgess","BURGESS","26","TX","2764","BURGESS, MICHAEL C. DR.","REP","H2TX26093"
"482","473","Michael Cloud","Texas","Representative","27","GOP","Michael Cloud","CLOUD","27","TX","2778","CLOUD, MICHAEL","REP","H8TX27049"
"483","474","Cassy Garcia","Texas","Representative","28","GOP","Cassy Garcia","GARCIA","28","TX","2789","GARCIA, CASSANDRA","REP","H2TX28149"
"484","475","Robert Schafranek","Texas","Representative","29","GOP","Robert Schafranek","SCHAFRANEK","29","TX",NA,NA,NA,NA
"485","476","James Rodgers","Texas","Representative","30","GOP","James Rodgers","RODGERS","30","TX","2808","RODGERS, JAMES BYRON MR.","REP","H2TX30236"
"486","477","John Carter","Texas","Representative","31","GOP","John Carter","CARTER","31","TX","2817","CARTER, JOHN R. REP.","REP","H2TX31044"
"487","478","Antonio Swad","Texas","Representative","32","GOP","Antonio Swad","SWAD","32","TX","2828","SWAD, ANTONIO","REP","H2TX32166"
"488","479","Patrick David Gillespie","Texas","Representative","33","GOP","Patrick David Gillespie","GILLESPIE","33","TX",NA,NA,NA,NA
"489","480","Mayra Flores","Texas","Representative","34","GOP","Mayra Flores","FLORES","34","TX","2843","FLORES, MAYRA NOHEMI","REP","H2TX34113"
"490","481","Dan McQueen","Texas","Representative","35","GOP","Dan McQueen","MCQUEEN","35","TX","2854","MCQUEEN, ELDON DAN","REP","H0TX20124"
"491","482","Brian Babin","Texas","Representative","36","GOP","Brian Babin","BABIN","36","TX","2864","BABIN, BRIAN","REP","H6TX02079"
"492","483","Jenny Garcia Sharon","Texas","Representative","37","GOP","Jenny Garcia Sharon","SHARON","37","TX","2870","SHARON, JENNIFER","REP","H0TX35064"
"493","484","Wesley Hunt","Texas","Representative","38","GOP","Wesley Hunt","HUNT","38","TX","2875","HUNT, WESLEY","REP","H0TX07170"
"494","485","Todd Young","Indiana","Senator","N/A","GOP","Todd Young","YOUNG","0","IN","3466","YOUNG, TODD CHRISTOPHER","REP","S6IN00191"
"495","486","Jennifer-Ruth Green","Indiana","Representative","1","GOP","Jennifer-Ruth Green","GREEN","1","IN","1033","GREEN, JENNIFER-RUTH","REP","H2IN01172"
"496","487","Jackie Walorski","Indiana","Representative","2","GOP","Jackie Walorski","WALORSKI","2","IN","1040","WALORSKI SWIHART, JACKIE","REP","H0IN02190"
"497","488","Jim Banks","Indiana","Representative","3","GOP","Jim Banks","BANKS","3","IN","1047","BANKS, JAMES E HON.","REP","H6IN03229"
"498","489","Jim Baird","Indiana","Representative","4","GOP","Jim Baird","BAIRD","4","IN","1052","BAIRD, JAMES R DR.","REP","H8IN04199"
"499","490","Victoria Spartz","Indiana","Representative","5","GOP","Victoria Spartz","SPARTZ","5","IN","1061","SPARTZ, VICTORIA","REP","H0IN05326"
"500","491","Greg Pence","Indiana","Representative","6","GOP","Greg Pence","PENCE","6","IN","1069","PENCE, GREGORY J.","REP","H8IN06129"
"501","492","Angela Grabovsky","Indiana","Representative","7","GOP","Angela Grabovsky","GRABOVSKY","7","IN","1072","GRABOVSKY, ANGELA","REP","H2IN07179"
"502","493","Larry D. Bucshon","Indiana","Representative","8","GOP","Larry D. Bucshon","BUCSHON","8","IN","1077","BUCSHON, LARRY D.","REP","H0IN08114"
"503","494","Erin Houchin","Indiana","Representative","9","GOP","Erin Houchin","HOUCHIN","9","IN","1090","HOUCHIN, ERIN","REP","H6IN09143"
"504","495","J.D. Vance","Ohio","Senator","N/A","GOP","J.D. Vance","VANCE","0","OH","3708","VANCE, J D","REP","S2OH00436"
"505","496","Steve Chabot","Ohio","Representative","1","GOP","Steve Chabot","CHABOT","1","OH","2134","CHABOT, STEVE","REP","H8OH01043"
"506","497","Brad Wenstrup","Ohio","Representative","2","GOP","Brad Wenstrup","WENSTRUP","2","OH","2140","WENSTRUP, BRAD DR.","REP","H2OH02085"
"507","498","Lee R. Stahley","Ohio","Representative","3","GOP","Lee R. Stahley","STAHLEY","3","OH",NA,NA,NA,NA
"508","499","Jim Jordan","Ohio","Representative","4","GOP","Jim Jordan","JORDAN","4","OH","2150","JORDAN, JAMES D.","REP","H6OH04082"
"509","500","Bob Latta","Ohio","Representative","5","GOP","Bob Latta","LATTA","5","OH","2153","LATTA, ROBERT EDWARD","REP","H8OH05036"
"510","501","Bill Johnson","Ohio","Representative","6","GOP","Bill Johnson","JOHNSON","6","OH","2155","JOHNSON, BILL","REP","H0OH06189"
"511","502","Max Miller","Ohio","Representative","7","GOP","Max Miller","MILLER","7","OH","2163","MILLER, MAX","REP","H2OH16051"
"512","503","Warren Davidson","Ohio","Representative","8","GOP","Warren Davidson","DAVIDSON","8","OH","2167","DAVIDSON, WARREN","REP","H6OH08315"
"513","504","J.R. Majewski","Ohio","Representative","9","GOP","J.R. Majewski","MAJEWSKI","9","OH","2169","MAJEWSKI, J R","REP","H2OH09155"
"514","505","Mike Turner","Ohio","Representative","10","GOP","Mike Turner","TURNER","10","OH","2176","TURNER, MICHAEL R REP.","REP","H2OH03067"
"515","506","Eric J. Brewer","Ohio","Representative","11","GOP","Eric J. Brewer","BREWER","11","OH",NA,NA,NA,NA
"516","507","Troy Balderson","Ohio","Representative","12","GOP","Troy Balderson","BALDERSON","12","OH","2194","BALDERSON, WILLIAM TROY","REP","H8OH12180"
"517","508","Madison Gesiotto Gilbert","Ohio","Representative","13","GOP","Madison Gesiotto Gilbert","GILBERT","13","OH","2201","GILBERT, MADISON GESIOTTO","REP","H2OH09163"
"518","509","David P. Joyce","Ohio","Representative","14","GOP","David P. Joyce","JOYCE","14","OH","2212","JOYCE, DAVID P","REP","H2OH14064"
"519","510","Mike Carey","Ohio","Representative","15","GOP","Mike Carey","CAREY","15","OH","2227","CAREY, MIKE","REP","H2OH15228"
"520","511","Jim Myles","Virginia","Representative","11","GOP","Jim Myles","MYLES","11","VA","3011","MYLES, JAMES","REP","H2VA11255"
"521","512","Carol Miller","West Virginia","Representative","1","GOP","Carol Miller","MILLER","1","WV","3135","MILLER, CAROL DEVINE","REP","H8WV03097"
"522","513","Alexander X. Mooney","West Virginia","Representative","2","GOP","Alexander X. Mooney","MOONEY","2","WV","3143","MOONEY, ALEXANDER XAVIER","REP","H4WV02080"
"523","514","Mike Flood","Nebraska","Representative","1","GOP","Mike Flood","FLOOD","1","NE","1718","FLOOD, MIKE","REP","H2NE01118"
"524","515","Don Bacon","Nebraska","Representative","2","GOP","Don Bacon","BACON","2","NE","1724","BACON, DONALD J","REP","H6NE02125"
"525","516","Adrian Smith","Nebraska","Representative","3","GOP","Adrian Smith","SMITH","3","NE","1725","SMITH, ADRIAN","REP","H6NE03115"
"526","517","Rand Paul","Kentucky","Senator","N/A","GOP","Rand Paul","PAUL","0","KY","3490","PAUL, RAND","REP","S0KY00156"
"527","518","James R. Comer","Kentucky","Representative","1","GOP","James R. Comer","COMER","1","KY","1120","COMER, JAMES","REP","H6KY01110"
"528","519","S. Brett Guthrie","Kentucky","Representative","2","GOP","S. Brett Guthrie","GUTHRIE","2","KY","1125","GUTHRIE, S. BRETT HON.","REP","H8KY02031"
"529","520","Stuart N. Ray","Kentucky","Representative","3","GOP","Stuart N. Ray","RAY","3","KY","1131","RAY, STUART N.","REP","H2KY03214"
"530","521","Thomas Massie","Kentucky","Representative","4","GOP","Thomas Massie","MASSIE","4","KY","1138","MASSIE, THOMAS H.","REP","H2KY04121"
"531","522","Harold ""Hal"" Rogers","Kentucky","Representative","5","GOP","Harold ""Hal"" Rogers","ROGERS","5","KY","1141","ROGERS, HAROLD DALLAS","REP","H0KY05015"
"532","523","Andy Barr","Kentucky","Representative","6","GOP","Andy Barr","BARR","6","KY","1148","BARR, GARLAND ANDY","REP","H0KY06104"
"533","524","Jo Rae Perkins","Oregon","Senator","N/A","GOP","Jo Rae Perkins","PERKINS","0","OR","3743","PERKINS, JO RAE","REP","S4OR00156"
"534","525","Christopher A. Mann","Oregon","Representative","1","GOP","Christopher A. Mann","MANN","1","OR",NA,NA,NA,NA
"535","526","Cliff S. Bentz","Oregon","Representative","2","GOP","Cliff S. Bentz","BENTZ","2","OR","2276","BENTZ, CLIFF","REP","H0OR02127"
"536","527","Joanna Harbour","Oregon","Representative","3","GOP","Joanna Harbour","HARBOUR","3","OR","2281","HARBOUR, JOANNA","REP","H0OR03174"
"537","528","Alek Skarlatos","Oregon","Representative","4","GOP","Alek Skarlatos","SKARLATOS","4","OR","2291","SKARLATOS, ALEK","REP","H0OR04107"
"538","529","Lori Chavez-DeRemer","Oregon","Representative","5","GOP","Lori Chavez-DeRemer","CHAVEZ-DEREMER","5","OR","2298","CHAVEZ-DEREMER, LORI","REP","H2OR05209"
"539","530","Mike Erickson","Oregon","Representative","6","GOP","Mike Erickson","ERICKSON","6","OR","2316","ERICKSON, MIKE","REP","H2OR06124"
"540","531","Mike Crapo","Idaho","Senator","N/A","GOP","Mike Crapo","CRAPO","0","ID","3438","CRAPO, MICHAEL D","REP","S8ID00027"
"541","532","Russ Fulcher","Idaho","Representative","1","GOP","Russ Fulcher","FULCHER","1","ID","885","FULCHER, RUSSELL","REP","H8ID01124"
"542","533","Mike Simpson","Idaho","Representative","2","GOP","Mike Simpson","SIMPSON","2","ID","891","SIMPSON, MICHAEL","REP","H8ID02064"
"543","534","Ted Budd","North Carolina","Senator","N/A","GOP","Ted Budd","BUDD","0","NC","3603","BUDD, THEODORE P","REP","S2NC00505"
"544","535","Sandy Smith","North Carolina","Representative","1","GOP","Sandy Smith","SMITH","1","NC","1581","SMITH, SANDY","REP","H0NC03149"
"545","536","Christine E. Villaverde","North Carolina","Representative","2","GOP","Christine E. Villaverde","VILLAVERDE","2","NC","1593","VILLAVERDE, CHRISTINE","REP","H2NC08235"
"546","537","Greg Murphy","North Carolina","Representative","3","GOP","Greg Murphy","MURPHY","3","NC","1600","MURPHY, GREGORY FRANCIS DR.","REP","H0NC03172"
"547","538","Courtney Geels","North Carolina","Representative","4","GOP","Courtney Geels","GEELS","4","NC","1620","GEELS, COURTNEY JOELE","REP","H2NC13185"
"548","539","Virginia Foxx","North Carolina","Representative","5","GOP","Virginia Foxx","FOXX","5","NC","1624","FOXX, VIRGINIA ANN","REP","H4NC05146"
